name,nb_review_christmas,nb_all_reviews,cat_name,sub_cat_name,rating,nb_likes,nb_share,total_time,nb_person,difficulty,price,author,Tags,prep_time,cooking_time,tools,ingredients,link_recipe,link_category,last_review,link_image,link_video
Le Gravlax de Dumè,1.0,14,Calendrier de l'Avent,saumon,4.9,1000,10,20,10.0,très facile,bon marché,romina_15424761,"['Sans gluten', 'Poisson cru', 'Entrée froide', 'Gravelax']",20,0,"['1 couteau', '1 Top 5 des meilleurs cuiseur vapeur']","[""1 saumon  d'environ 1,5 kg"", '25 cl de sel  ', '1/2 tasse de sucre  ', '1/4 tasse de poivre  noir grossièrement concassé', ""4 bouquets d'aneth  ""]",https://www.marmiton.org/recettes/recette_le-gravlax-de-dume_45309.aspx,https://www.marmiton.org/none/nos-conseils-pour-preparer-un-saumon-gravlax-maison-a-noel-s4019461.html,Je l’ai fumé. C’est si delicieux!,https://assets.afcdn.com/recipe/20191029/101479_w157h157c1.webp,https://assets.afcdn.com/video13/20161127/v527890_17088_2_sd.mp4
Le Gravlax de Dumè,1.0,14,Calendrier de l'Avent,saumon,4.9,1000,10,20,10.0,très facile,bon marché,romina_15424761,"['Sans gluten', 'Poisson cru', 'Entrée froide', 'Gravelax']",20,0,"['1 couteau', '1 Top 5 des meilleurs cuiseur vapeur']","[""1 saumon  d'environ 1,5 kg"", '25 cl de sel  ', '1/2 tasse de sucre  ', '1/4 tasse de poivre  noir grossièrement concassé', ""4 bouquets d'aneth  ""]",https://www.marmiton.org/recettes/recette_le-gravlax-de-dume_45309.aspx,https://www.marmiton.org/none/nos-conseils-pour-preparer-un-saumon-gravlax-maison-a-noel-s4019461.html,Je l’ai fumé. C’est si delicieux!,https://assets.afcdn.com/recipe/20191029/101479_w157h157c1.webp,https://assets.afcdn.com/video13/20161127/v527890_17088_2_sd.mp4
Saumon cru mariné ('gravad lax' en suédois),2.0,25,Calendrier de l'Avent,saumon,4.9,6000,134,1465,6.0,très facile,Coût moyen,Katarina,"['Sans gluten', 'Poisson cru', 'Entrée froide', 'Gravelax']",25,0,"['1 saladier', '1 couteau']","[""1 saumon  entier d'1 kg"", '50 g de gros sel  ', '50 g de sucre en poudre  ', ' Aneth  hachées', ' grain de poivre  concassés']",https://www.marmiton.org/recettes/recette_saumon-cru-marine-gravad-lax-en-suedois_26486.aspx,https://www.marmiton.org/none/nos-conseils-pour-preparer-un-saumon-gravlax-maison-a-noel-s4019461.html,Facile à réaliser et vraiment excellent !,https://assets.afcdn.com/recipe/20161024/62477_w157h157c1.webp,https://assets.afcdn.com/video13/20140807/v502867_21654_1_HD.mp4
Pain d' épices alsacien,0.0,19,Calendrier de l'Avent,gateau,4.7,5600,8,90,10.0,difficile,assez cher,Anonyme,"['Végétarien', 'Noël / A croquer']",60,30,"['1 Top 3 des batteries de casseroles', '1 saladier', '1 cuillère en bois', '1 couvercle', '1 rouleau à pâtisserie', '1 four', '1 pinceau', '1 couteau']","['1250 g de farine  ', '1100 g de miel  ', '500 g de sucre  ', '250 g de beurre  ', ""600 g d'amandes  râpées"", '100 g de citron  confites', '100 g de cédrat  confites', ""100 g d'écorces d'oranges confites  "", '50 g de cannelle  en poudre', ""1 cuillère à soupe d'anis  moulu"", '1 cuillère à soupe de cardamome  moulu et de gingembre en poudre', '4 citrons  non traités', '1 muscade  râpée', '1 pincée de poivre  ', '1 pincée de sel  ', '1 sachet de levure chimique  ', '2 citrons  (pour leur jus)', '2 dl de kirsch  ', ' Sucre glace  ']",https://www.marmiton.org/recettes/recette_pain-d-epices-alsacien_19131.aspx,https://www.marmiton.org/none/apprenez-a-realiser-un-pain-d-epices-maison-s4019349.html,Chaque année je ressors cette délicieuse recette de pain d'épices car il est très apprécié de tous,https://assets.afcdn.com/recipe/20130909/20444_w1024h768c1cx2650cy2000.jpg,/picture> 
Pain d' épices alsacien,0.0,19,Calendrier de l'Avent,gateau,4.7,5600,8,90,10.0,difficile,assez cher,Anonyme,"['Végétarien', 'Noël / A croquer']",60,30,"['1 Top 3 des batteries de casseroles', '1 saladier', '1 cuillère en bois', '1 couvercle', '1 rouleau à pâtisserie', '1 four', '1 pinceau', '1 couteau']","['1250 g de farine  ', '1100 g de miel  ', '500 g de sucre  ', '250 g de beurre  ', ""600 g d'amandes  râpées"", '100 g de citron  confites', '100 g de cédrat  confites', ""100 g d'écorces d'oranges confites  "", '50 g de cannelle  en poudre', ""1 cuillère à soupe d'anis  moulu"", '1 cuillère à soupe de cardamome  moulu et de gingembre en poudre', '4 citrons  non traités', '1 muscade  râpée', '1 pincée de poivre  ', '1 pincée de sel  ', '1 sachet de levure chimique  ', '2 citrons  (pour leur jus)', '2 dl de kirsch  ', ' Sucre glace  ']",https://www.marmiton.org/recettes/recette_pain-d-epices-alsacien_19131.aspx,https://www.marmiton.org/none/apprenez-a-realiser-un-pain-d-epices-maison-s4019349.html,Chaque année je ressors cette délicieuse recette de pain d'épices car il est très apprécié de tous,https://assets.afcdn.com/recipe/20130909/20444_w1024h768c1cx2650cy2000.jpg,/picture> 
Bonhomme et maison en pain d'épices,2.0,31,Calendrier de l'Avent,gateau,4.4,3500,152,90,1.0,difficile,bon marché,rose_16416568,"['Végétarien', ""Pain d'épices"", ""Recettes d'anniversaire""]",55,35,"['1 four', '1 cuillère en bois', '1 réfrigérateur compact', '1 papier sulfurisé', '1 couteau', '1 rouleau à pâtisserie', '1 saladier', '1 fouet', '1 poche à douille', '1 planche à découper', '1 douille cannelée ou unie de 14 mm']","['425 g de farine  levante', '1 pincée de sel  ', '1 cuillère à café de muscade  ', '1 cuillère à café de cannelle  ', '1/2 cuillère à café de cardamome  moulue', '1 clou de girofle  moulu', '1 cuillère à café de gingembre  moulu', '170 g de miel  ', '375 g de sucre roux  en poudre', '115 g de beurre  ', '2 citrons  ', '1 oeuf  ', ""1 jaune d'oeuf  ""]",https://www.marmiton.org/recettes/recette_bonhomme-et-maison-en-pain-d-epices_43157.aspx,https://www.marmiton.org/none/apprenez-a-realiser-un-pain-d-epices-maison-s4019349.html,"J’ai peut être été un peu ambitieux. Pour la totalité de la maison j’ai dû y passer 4 heures (c’est à dire beaucoup plus qu’indique) et je n’ai pas eu assez de miel mais il faut avouer que le résultat est quand même assez concluant. Recette assez difficile mais très sympathique pour noël ! Niveau goût, les fleurs que j’ai rajoutées étaient très dures mais je pense que c’est car elles sont plus petites que les murs ou le toit de la maison, qui eux n’étaient pas si dures que ça.",https://assets.afcdn.com/recipe/20181017/82867_w157h157c1.webp,https://assets.afcdn.com/video13/20181018/v541554_43157-bonhomme-et-maison-en-pain-d-epices-1080-1080-fr-pad-mp4_HD.mp4
Pain d'épices facile,3.0,490,Calendrier de l'Avent,gateau,4.8,25000,191,50,8.0,très facile,bon marché,alya_14289243,"['Végétarien', ""Pain d'épices"", ""Dessert d'enfance""]",15,35,"['1 fouet', '1 saladier', '1 moule à cake']","[""250 g de miel  (d'un goût assez fort, bruyère par exemple)"", '10 cl de lait  chaud', '100 g de beurre  fondu', '200 g de farine  ', '1/2 sachet de levure  ', '50 g de cassonade  ', '1 oeuf  ', '1 pincée de sel  ', ' Cannelle  ', ' Gingembre  ', ' Clou de girofle  ', ' Muscade  ...', ' Noix  ', ' Noisettes  ', ' Amandes  ', ' Noix de coco  ', "" écorce d'orange  ""]",https://www.marmiton.org/recettes/recette_pain-d-epices-facile_15915.aspx,https://www.marmiton.org/none/apprenez-a-realiser-un-pain-d-epices-maison-s4019349.html,Top. Mais pour moi c’est une heure de cuisson malgré un four à chaleur tournante.,https://assets.afcdn.com/recipe/20201201/116004_w157h157c1.webp,https://assets.afcdn.com/video13/20161206/v528429_29523_2_sd.mp4
Pain d'épices facile,3.0,490,Calendrier de l'Avent,gateau,4.8,25000,191,50,8.0,très facile,bon marché,alya_14289243,"['Végétarien', ""Pain d'épices"", ""Dessert d'enfance""]",15,35,"['1 fouet', '1 saladier', '1 moule à cake']","[""250 g de miel  (d'un goût assez fort, bruyère par exemple)"", '10 cl de lait  chaud', '100 g de beurre  fondu', '200 g de farine  ', '1/2 sachet de levure  ', '50 g de cassonade  ', '1 oeuf  ', '1 pincée de sel  ', ' Cannelle  ', ' Gingembre  ', ' Clou de girofle  ', ' Muscade  ...', ' Noix  ', ' Noisettes  ', ' Amandes  ', ' Noix de coco  ', "" écorce d'orange  ""]",https://www.marmiton.org/recettes/recette_pain-d-epices-facile_15915.aspx,https://www.marmiton.org/none/apprenez-a-realiser-un-pain-d-epices-maison-s4019349.html,Top. Mais pour moi c’est une heure de cuisson malgré un four à chaleur tournante.,https://assets.afcdn.com/recipe/20201201/116004_w157h157c1.webp,https://assets.afcdn.com/video13/20161206/v528429_29523_2_sd.mp4
Pain d'épices facile,3.0,490,Calendrier de l'Avent,gateau,4.8,25000,191,50,8.0,très facile,bon marché,alya_14289243,"['Végétarien', ""Pain d'épices"", ""Dessert d'enfance""]",15,35,"['1 fouet', '1 saladier', '1 moule à cake']","[""250 g de miel  (d'un goût assez fort, bruyère par exemple)"", '10 cl de lait  chaud', '100 g de beurre  fondu', '200 g de farine  ', '1/2 sachet de levure  ', '50 g de cassonade  ', '1 oeuf  ', '1 pincée de sel  ', ' Cannelle  ', ' Gingembre  ', ' Clou de girofle  ', ' Muscade  ...', ' Noix  ', ' Noisettes  ', ' Amandes  ', ' Noix de coco  ', "" écorce d'orange  ""]",https://www.marmiton.org/recettes/recette_pain-d-epices-facile_15915.aspx,https://www.marmiton.org/none/apprenez-a-realiser-un-pain-d-epices-maison-s4019349.html,Top. Mais pour moi c’est une heure de cuisson malgré un four à chaleur tournante.,https://assets.afcdn.com/recipe/20201201/116004_w157h157c1.webp,https://assets.afcdn.com/video13/20161206/v528429_29523_2_sd.mp4
Le foie gras maison facile,1.0,24,Calendrier de l'Avent,foie gras,4.3,10000,360,55,2.0,facile,assez cher,lise_14016763,"['Sans gluten', 'Entrée froide', 'Foie gras', 'Noël / Rois mages']",20,35,"['1 rouleau grand format', '1 Notre top 4 des meilleures cocottes', '1 couvercle', '1 micro-ondes', '1 cocotte-minute', '1 Amazon Echo']","[""1 Foie gras  cru (achetez-le de préférence surgelé vous aurez la certitude qu'il est très frais)"", ' Sel  ', ' Poivre  ', ' épices  ou alcool au choix']",https://www.marmiton.org/recettes/recette_le-foie-gras-maison-facile_53182.aspx,https://www.marmiton.org/none/preparer-son-foie-gras-maison-facilement-s4019455.html,"Au top cette recette, j'en ai fais l'année dernière et je refais cette année. Simple et efficace 👌",https://assets.afcdn.com/recipe/20181017/82893_w157h157c1.webp,https://assets.afcdn.com/video13/20181018/v541567_53182-le-foie-gras-maison-facile-1080-1080-fr-pad-mp4_HD.mp4
Le foie gras maison facile,1.0,24,Calendrier de l'Avent,foie gras,4.3,10000,360,55,2.0,facile,assez cher,lise_14016763,"['Sans gluten', 'Entrée froide', 'Foie gras', 'Noël / Rois mages']",20,35,"['1 rouleau grand format', '1 Notre top 4 des meilleures cocottes', '1 couvercle', '1 micro-ondes', '1 cocotte-minute', '1 Amazon Echo']","[""1 Foie gras  cru (achetez-le de préférence surgelé vous aurez la certitude qu'il est très frais)"", ' Sel  ', ' Poivre  ', ' épices  ou alcool au choix']",https://www.marmiton.org/recettes/recette_le-foie-gras-maison-facile_53182.aspx,https://www.marmiton.org/none/preparer-son-foie-gras-maison-facilement-s4019455.html,"Au top cette recette, j'en ai fais l'année dernière et je refais cette année. Simple et efficace 👌",https://assets.afcdn.com/recipe/20181017/82893_w157h157c1.webp,https://assets.afcdn.com/video13/20181018/v541567_53182-le-foie-gras-maison-facile-1080-1080-fr-pad-mp4_HD.mp4
Foie gras mi-cuit,1.0,55,Calendrier de l'Avent,foie gras,4.5,6200,141,45,8.0,Niveau moyen,assez cher,Anonyme,"['Sans gluten', 'Abats', 'Viande', 'Foie', 'Sud-Ouest']",15,30,['1 four'],"['1 Foie gras  cru', ' Fleur de sel  ', ' Poivre  du moulin']",https://www.marmiton.org/recettes/recette_foie-gras-mi-cuit_11509.aspx,https://www.marmiton.org/none/preparer-son-foie-gras-maison-facilement-s4019455.html,Top,https://assets.afcdn.com/recipe/20130122/55375_w157h157c1.webp,https://assets.afcdn.com/video13/20140809/v502894_14863_9_HD.mp4
Foie gras au sel,1.0,22,Calendrier de l'Avent,foie gras,4.4,524,2,45,10.0,Niveau moyen,Coût moyen,Anonyme,"['Sans gluten', 'Abats', 'Viande', 'Foie']",45,0,"['1 couteau', '1 moule à cake', '1 saladier', '1 rouleau grand format']","['1 Foie gras  cru de 600 g environ', '1 l de lait entier  ', '600 g de gros sel  ', '300 g de sel  fin']",https://www.marmiton.org/recettes/recette_foie-gras-au-sel_11708.aspx,https://www.marmiton.org/none/preparer-son-foie-gras-maison-facilement-s4019455.html,"Simple à réaliser, le plus dur (pour moi) a été de faire un boudin parfait. Sinon tout le monde s'est régalé. A refaire sans hésitation.",https://assets.afcdn.com/recipe/20191206/103703_w1024h768c1cx2747cy1831.jpg,/picture> 
Biscuits vitraux de Noël,1.0,31,Calendrier de l'Avent,biscuit,4.6,6700,127,30,6.0,Niveau moyen,bon marché,Ester_1,"['Végétarien', 'Petits gâteaux', 'Gâteau', 'Biscuits de Noël', 'Noël qui en jette']",20,10,"['1 grille à gâteaux', '1 emporte pièce', '1 cuillère en bois', '1 rouleau à pâtisserie', '1 couteau', '1 papier cuisson', '1 four', '1 planche à découper']","['100 g de beurre  ', '125 g de sucre  ', '1 oeuf  ', '300 g de farine  ', '1 zeste de citron  ', '1 cuillère à café de vanille  (ou une gousse)', '120 g de bonbon  durs acidulés']",https://www.marmiton.org/recettes/recette_biscuits-vitraux-de-noel_81873.aspx,https://www.marmiton.org/none/j-10-preparation-des-biscuits-de-noel-s4019230.html,"Marche parfaitement ! Très bel effet, merci !",https://assets.afcdn.com/recipe/20161027/63292_w157h157c1.webp,https://assets.afcdn.com/video13/20170314/v530333_6247_22_sd.mp4
Biscuits vitraux de Noël,1.0,31,Calendrier de l'Avent,biscuit,4.6,6700,127,30,6.0,Niveau moyen,bon marché,Ester_1,"['Végétarien', 'Petits gâteaux', 'Gâteau', 'Biscuits de Noël', 'Noël qui en jette']",20,10,"['1 grille à gâteaux', '1 emporte pièce', '1 cuillère en bois', '1 rouleau à pâtisserie', '1 couteau', '1 papier cuisson', '1 four', '1 planche à découper']","['100 g de beurre  ', '125 g de sucre  ', '1 oeuf  ', '300 g de farine  ', '1 zeste de citron  ', '1 cuillère à café de vanille  (ou une gousse)', '120 g de bonbon  durs acidulés']",https://www.marmiton.org/recettes/recette_biscuits-vitraux-de-noel_81873.aspx,https://www.marmiton.org/none/j-10-preparation-des-biscuits-de-noel-s4019230.html,"Marche parfaitement ! Très bel effet, merci !",https://assets.afcdn.com/recipe/20161027/63292_w157h157c1.webp,https://assets.afcdn.com/video13/20170314/v530333_6247_22_sd.mp4
Gingerbread Christmas Cookies (biscuits en pain d'épices de Noël),2.0,67,Calendrier de l'Avent,biscuit,4.4,6400,116,25,40.0,très facile,Coût moyen,roxane_17140267,"['Végétarien', 'Petits gâteaux', 'Gâteau', 'Cookie', ""Dessert d'enfance""]",15,10,"['1 grille à gâteaux', '1 emporte pièce', '1 four', '1 cuillère en bois', '1 Top 3 des batteries de casseroles', '1 saladier', '1 couteau', '1 rouleau à pâtisserie', '1 papier cuisson', '1 planche à découper']","['500 g de farine  ', '1 cuillère à café de levure  ', '1 cuillère à café de sel  ', '2 cuillères à café de gingembre  en poudre', '2 cuillères à café de cannelle  en poudre', '1 cuillère à café de muscade  râpée', '1 cuillère à café de clou de girofle  moulus', '200 g de beurre  (ou margarine)', '100 g de sucre en poudre  ', '100 g de cassonade  (sucre roux)', ""250 g de mélasse  (sirop de maïs) ou miel ou sirop d'érable"", '2 oeufs  battus']",https://www.marmiton.org/recettes/recette_gingerbread-christmas-cookies-biscuits-en-pain-d-epices-de-noel_65231.aspx,https://www.marmiton.org/none/j-10-preparation-des-biscuits-de-noel-s4019230.html,J’ai juste rajouté un peu plus d’épices et j’ai mis la pâte 10 minutes dans le congélateur sinon c’était super bon!,https://assets.afcdn.com/recipe/20161024/2668_w157h157c1.webp,https://assets.afcdn.com/video13/20161117/v527679_21426_5_sd.mp4
